"ProjectKey","ProjectId","ProjectName","ProjectTypeKey","ProjectSimplified","IssueTypeId","IssueTypeName","IssueTypeSubtask","IssueTypeSelf","StatusId","StatusName","StatusDescription","StatusIconUrl","StatusSelf","StatusCategoryId","StatusCategoryKey","StatusCategoryName","StatusCategoryColorName","StatusCategorySelf"
"ACQ","10114","ACQ - Acquisitions Lane","software","","10009","Bug","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10009","10031","Backlog","","https://onemain-omfdirty.atlassian.net/","https://onemain-omfdirty.atlassian.net/rest/api/3/status/10031","2","new","To Do","blue-gray","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/2"
"ACQ","10114","ACQ - Acquisitions Lane","software","","10009","Bug","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10009","10235","Ready for Work","","https://onemain-omfdirty.atlassian.net/images/icons/statuses/generic.png","https://onemain-omfdirty.atlassian.net/rest/api/3/status/10235","2","new","To Do","blue-gray","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/2"
"ACQ","10114","ACQ - Acquisitions Lane","software","","10009","Bug","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10009","10010","Testing","","https://onemain-omfdirty.atlassian.net/images/icons/statuses/generic.png","https://onemain-omfdirty.atlassian.net/rest/api/3/status/10010","4","indeterminate","In Progress","yellow","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/4"
"ACQ","10114","ACQ - Acquisitions Lane","software","","10009","Bug","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10009","10004","Done","","https://onemain-omfdirty.atlassian.net/","https://onemain-omfdirty.atlassian.net/rest/api/3/status/10004","3","done","Done","green","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/3"
"ACQ","10114","ACQ - Acquisitions Lane","software","","10009","Bug","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10009","10025","Blocked","","https://onemain-omfdirty.atlassian.net/images/icons/statuses/generic.png","https://onemain-omfdirty.atlassian.net/rest/api/3/status/10025","4","indeterminate","In Progress","yellow","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/4"
"ACQ","10114","ACQ - Acquisitions Lane","software","","10010","Spike","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10010","3","In Progress","This work item is being actively worked on at the moment by the assignee.","https://onemain-omfdirty.atlassian.net/images/icons/statuses/inprogress.png","https://onemain-omfdirty.atlassian.net/rest/api/3/status/3","4","indeterminate","In Progress","yellow","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/4"
"ACQ","10114","ACQ - Acquisitions Lane","software","","10010","Spike","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10010","10031","Backlog","","https://onemain-omfdirty.atlassian.net/","https://onemain-omfdirty.atlassian.net/rest/api/3/status/10031","2","new","To Do","blue-gray","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/2"
"ACQ","10114","ACQ - Acquisitions Lane","software","","10010","Spike","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10010","10004","Done","","https://onemain-omfdirty.atlassian.net/","https://onemain-omfdirty.atlassian.net/rest/api/3/status/10004","3","done","Done","green","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/3"
"ACQ","10114","ACQ - Acquisitions Lane","software","","10188","Objective","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10188","3","In Progress","This work item is being actively worked on at the moment by the assignee.","https://onemain-omfdirty.atlassian.net/images/icons/statuses/inprogress.png","https://onemain-omfdirty.atlassian.net/rest/api/3/status/3","4","indeterminate","In Progress","yellow","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/4"
"ACQ","10114","ACQ - Acquisitions Lane","software","","10188","Objective","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10188","10011","To Do","","https://onemain-omfdirty.atlassian.net/","https://onemain-omfdirty.atlassian.net/rest/api/3/status/10011","2","new","To Do","blue-gray","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/2"
"ACQ","10114","ACQ - Acquisitions Lane","software","","10188","Objective","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10188","10039","Canceled","","https://onemain-omfdirty.atlassian.net/images/icons/statuses/generic.png","https://onemain-omfdirty.atlassian.net/rest/api/3/status/10039","3","done","Done","green","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/3"
"ACQ","10114","ACQ - Acquisitions Lane","software","","10188","Objective","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10188","10296","Achieved","","https://onemain-omfdirty.atlassian.net/images/icons/statuses/generic.png","https://onemain-omfdirty.atlassian.net/rest/api/3/status/10296","3","done","Done","green","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/3"
"ACQ","10114","ACQ - Acquisitions Lane","software","","10188","Objective","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10188","10297","Not Met","","https://onemain-omfdirty.atlassian.net/images/icons/statuses/generic.png","https://onemain-omfdirty.atlassian.net/rest/api/3/status/10297","3","done","Done","green","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/3"
"ACQ","10114","ACQ - Acquisitions Lane","software","","10189","Key Result","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10189","3","In Progress","This work item is being actively worked on at the moment by the assignee.","https://onemain-omfdirty.atlassian.net/images/icons/statuses/inprogress.png","https://onemain-omfdirty.atlassian.net/rest/api/3/status/3","4","indeterminate","In Progress","yellow","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/4"
"ACQ","10114","ACQ - Acquisitions Lane","software","","10189","Key Result","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10189","10011","To Do","","https://onemain-omfdirty.atlassian.net/","https://onemain-omfdirty.atlassian.net/rest/api/3/status/10011","2","new","To Do","blue-gray","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/2"
"ACQ","10114","ACQ - Acquisitions Lane","software","","10189","Key Result","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10189","10039","Canceled","","https://onemain-omfdirty.atlassian.net/images/icons/statuses/generic.png","https://onemain-omfdirty.atlassian.net/rest/api/3/status/10039","3","done","Done","green","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/3"
"ACQ","10114","ACQ - Acquisitions Lane","software","","10189","Key Result","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10189","10296","Achieved","","https://onemain-omfdirty.atlassian.net/images/icons/statuses/generic.png","https://onemain-omfdirty.atlassian.net/rest/api/3/status/10296","3","done","Done","green","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/3"
"ACQ","10114","ACQ - Acquisitions Lane","software","","10189","Key Result","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10189","10297","Not Met","","https://onemain-omfdirty.atlassian.net/images/icons/statuses/generic.png","https://onemain-omfdirty.atlassian.net/rest/api/3/status/10297","3","done","Done","green","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/3"
"ACQE","10842","ACQ Enablement Team","software","","10116","Initiative","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10116","3","In Progress","This work item is being actively worked on at the moment by the assignee.","https://onemain-omfdirty.atlassian.net/images/icons/statuses/inprogress.png","https://onemain-omfdirty.atlassian.net/rest/api/3/status/3","4","indeterminate","In Progress","yellow","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/4"
"ACQE","10842","ACQ Enablement Team","software","","10116","Initiative","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10116","10031","Backlog","","https://onemain-omfdirty.atlassian.net/","https://onemain-omfdirty.atlassian.net/rest/api/3/status/10031","2","new","To Do","blue-gray","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/2"
"ACQE","10842","ACQ Enablement Team","software","","10116","Initiative","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10116","10004","Done","","https://onemain-omfdirty.atlassian.net/","https://onemain-omfdirty.atlassian.net/rest/api/3/status/10004","3","done","Done","green","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/3"
"ACQE","10842","ACQ Enablement Team","software","","10122","Theme","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10122","3","In Progress","This work item is being actively worked on at the moment by the assignee.","https://onemain-omfdirty.atlassian.net/images/icons/statuses/inprogress.png","https://onemain-omfdirty.atlassian.net/rest/api/3/status/3","4","indeterminate","In Progress","yellow","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/4"
"ACQE","10842","ACQ Enablement Team","software","","10122","Theme","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10122","10031","Backlog","","https://onemain-omfdirty.atlassian.net/","https://onemain-omfdirty.atlassian.net/rest/api/3/status/10031","2","new","To Do","blue-gray","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/2"
"ACQE","10842","ACQ Enablement Team","software","","10122","Theme","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10122","10004","Done","","https://onemain-omfdirty.atlassian.net/","https://onemain-omfdirty.atlassian.net/rest/api/3/status/10004","3","done","Done","green","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/3"
"ACQE","10842","ACQ Enablement Team","software","","10000","Epic","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10000","3","In Progress","This work item is being actively worked on at the moment by the assignee.","https://onemain-omfdirty.atlassian.net/images/icons/statuses/inprogress.png","https://onemain-omfdirty.atlassian.net/rest/api/3/status/3","4","indeterminate","In Progress","yellow","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/4"
"ACQE","10842","ACQ Enablement Team","software","","10000","Epic","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10000","10031","Backlog","","https://onemain-omfdirty.atlassian.net/","https://onemain-omfdirty.atlassian.net/rest/api/3/status/10031","2","new","To Do","blue-gray","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/2"
"ACQE","10842","ACQ Enablement Team","software","","10000","Epic","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10000","10004","Done","","https://onemain-omfdirty.atlassian.net/","https://onemain-omfdirty.atlassian.net/rest/api/3/status/10004","3","done","Done","green","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/3"
"ACQE","10842","ACQ Enablement Team","software","","10006","Story","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10006","10234","Refinement","","https://onemain-omfdirty.atlassian.net/images/icons/statuses/generic.png","https://onemain-omfdirty.atlassian.net/rest/api/3/status/10234","2","new","To Do","blue-gray","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/2"
"ACQE","10842","ACQ Enablement Team","software","","10006","Story","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10006","3","In Progress","This work item is being actively worked on at the moment by the assignee.","https://onemain-omfdirty.atlassian.net/images/icons/statuses/inprogress.png","https://onemain-omfdirty.atlassian.net/rest/api/3/status/3","4","indeterminate","In Progress","yellow","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/4"
"ACQE","10842","ACQ Enablement Team","software","","10006","Story","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10006","10031","Backlog","","https://onemain-omfdirty.atlassian.net/","https://onemain-omfdirty.atlassian.net/rest/api/3/status/10031","2","new","To Do","blue-gray","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/2"
"ACQE","10842","ACQ Enablement Team","software","","10006","Story","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10006","10267","Acceptance","","https://onemain-omfdirty.atlassian.net/images/icons/statuses/generic.png","https://onemain-omfdirty.atlassian.net/rest/api/3/status/10267","4","indeterminate","In Progress","yellow","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/4"
"ACQE","10842","ACQ Enablement Team","software","","10006","Story","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10006","10235","Ready for Work","","https://onemain-omfdirty.atlassian.net/images/icons/statuses/generic.png","https://onemain-omfdirty.atlassian.net/rest/api/3/status/10235","2","new","To Do","blue-gray","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/2"
"ACQE","10842","ACQ Enablement Team","software","","10006","Story","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10006","10010","Testing","","https://onemain-omfdirty.atlassian.net/images/icons/statuses/generic.png","https://onemain-omfdirty.atlassian.net/rest/api/3/status/10010","4","indeterminate","In Progress","yellow","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/4"
"ACQE","10842","ACQ Enablement Team","software","","10006","Story","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10006","10004","Done","","https://onemain-omfdirty.atlassian.net/","https://onemain-omfdirty.atlassian.net/rest/api/3/status/10004","3","done","Done","green","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/3"
"ACQE","10842","ACQ Enablement Team","software","","10006","Story","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10006","10025","Blocked","","https://onemain-omfdirty.atlassian.net/images/icons/statuses/generic.png","https://onemain-omfdirty.atlassian.net/rest/api/3/status/10025","4","indeterminate","In Progress","yellow","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/4"
"ACQE","10842","ACQ Enablement Team","software","","10007","Task","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10007","3","In Progress","This work item is being actively worked on at the moment by the assignee.","https://onemain-omfdirty.atlassian.net/images/icons/statuses/inprogress.png","https://onemain-omfdirty.atlassian.net/rest/api/3/status/3","4","indeterminate","In Progress","yellow","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/4"
"ACQE","10842","ACQ Enablement Team","software","","10007","Task","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10007","10031","Backlog","","https://onemain-omfdirty.atlassian.net/","https://onemain-omfdirty.atlassian.net/rest/api/3/status/10031","2","new","To Do","blue-gray","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/2"
"ACQE","10842","ACQ Enablement Team","software","","10007","Task","","https://onemain-omfdirty.atlassian.net/rest/api/3/issuetype/10007","10235","Ready for Work","","https://onemain-omfdirty.atlassian.net/images/icons/statuses/generic.png","https://onemain-omfdirty.atlassian.net/rest/api/3/status/10235","2","new","To Do","blue-gray","https://onemain-omfdirty.atlassian.net/rest/api/3/statuscategory/2"
